gender,age,married,city,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,churn_value,churn_score,cltv,churn_reason,referred_a_friend,number_of_referrals,offer,avg_monthly_long_distance_charges,internet_type,avg_monthly_gb_download,streaming_music,unlimited_data,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,customer_status,churn_category,cluster,customer_id,months_to_churn
Male,73,1,Castro Valley,28,1,1,DSL,0,0,0,0,0,0,One year,1,Electronic check,0,44,5195,,1,1,None,4.71,DSL,21,0,0,51.0,1381.8,0.0,80,131.88,1593.6799999999998,3,0,,Price Sensitive,5315-CKEQK,80.0
Female,74,1,Pittsburg,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),0,47,4588,,1,8,Offer A,46.2,Fiber Optic,14,0,1,113.0,7987.6,0.0,0,3234.0,11221.6,3,0,,Heavyweight,0907-HQNTS,80.0
Female,79,0,Rio Vista,5,1,0,DSL,1,1,0,1,0,0,Month-to-month,0,Credit card (automatic),0,35,3662,,0,0,None,43.99,DSL,27,0,0,59.9,287.85,0.0,20,219.95,527.8000000000001,4,0,,Vanilla,8250-ZNGGW,54.0
Male,73,1,Oakland,33,1,0,Fiber optic,1,1,0,1,0,1,One year,1,Electronic check,0,21,4414,,1,10,None,44.54,Fiber Optic,18,0,1,93.55,3055.5,0.0,0,1469.82,4525.32,4,0,,Heavyweight,8166-ORCHU,38.0
Female,65,0,Oakland,4,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,20,3460,,0,0,None,41.98,None,0,0,0,20.05,91.45,0.0,0,167.92,259.37,5,0,,Minimalist,1855-CFULU,51.0
Female,79,1,San Pablo,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),0,68,5098,,1,6,Offer A,14.75,Fiber Optic,16,0,1,116.75,8277.05,0.0,0,1062.0,9339.05,3,0,,Heavyweight,8628-MFKAX,80.0
Female,79,0,Dillon Beach,34,1,1,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Electronic check,0,32,5425,,0,0,None,14.23,Fiber Optic,13,0,1,96.35,3190.25,0.0,0,483.82,3674.07,4,0,,Price Sensitive,9508-ILZDG,18.0
Male,65,1,Nicasio,41,0,0,DSL,0,1,1,0,1,1,Month-to-month,1,Electronic check,0,46,3920,,1,8,Offer B,0.0,Cable,9,1,1,53.95,2215.4,0.0,0,0.0,2215.4,3,0,,Vanilla,6128-AQBMT,30.0
Female,78,1,San Quentin,56,1,0,DSL,1,0,0,1,1,1,Two year,1,Credit card (automatic),0,79,6357,,1,8,Offer B,5.93,DSL,19,0,0,72.6,4084.35,0.0,140,332.08,4556.43,4,0,,Heavyweight,4295-YURET,80.0
Male,75,0,Davenport,52,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),0,72,4368,,0,0,Offer B,42.19,Fiber Optic,11,0,1,72.95,3829.75,0.0,0,2193.88,6023.63,3,0,,Price Sensitive,7693-QPEFS,20.0
Female,70,1,Felton,60,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,0,44,4340,,1,6,Offer B,24.68,Fiber Optic,19,0,0,89.45,5294.6,0.0,10,1480.8,6785.400000000001,3,0,,Heavyweight,0924-BJCRC,10.0
Male,75,0,San Jose,7,0,0,DSL,0,1,0,1,0,1,Month-to-month,1,Electronic check,0,77,3410,,0,0,None,0.0,DSL,26,0,1,44.4,265.8,0.0,0,0.0,265.8,4,0,,Vanilla,5533-NHFRF,39.0
Male,75,0,Farmington,37,0,0,DSL,0,1,1,0,0,0,Month-to-month,0,Electronic check,0,72,2494,,0,0,Offer C,0.0,DSL,29,0,1,36.65,1315.0,0.0,0,0.0,1315.0,5,0,,Vanilla,4360-QRAVE,28.0
Female,76,1,French Camp,65,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Bank transfer (automatic),0,75,5669,,1,8,Offer B,1.58,Fiber Optic,27,0,1,103.9,6767.1,0.0,0,102.7,6869.8,3,0,,Heavyweight,8433-WPJTV,80.0
Female,72,0,Cressey,66,1,1,DSL,1,1,0,1,0,0,One year,1,Credit card (automatic),0,80,4657,,0,0,Offer A,36.48,DSL,5,0,1,63.85,4174.35,0.0,0,2407.68,6582.030000000001,3,0,,Heavyweight,5387-ASZNZ,80.0
Male,69,1,La Grange,60,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,0,40,4763,,1,5,Offer B,10.4,Fiber Optic,5,0,0,99.0,6017.9,0.0,150,624.0,6791.9,3,0,,Heavyweight,2277-DJJDL,10.0
Male,69,1,Midpines,70,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),0,37,4097,,1,4,None,40.94,DSL,8,0,1,88.55,6306.5,0.0,0,2865.8,9172.3,3,0,,Heavyweight,6963-EZQEE,80.0
Male,76,0,Mi Wuk Village,67,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),0,28,5269,,0,0,None,38.85,Fiber Optic,19,0,1,101.4,6841.05,0.0,0,2602.9500000000003,9444.0,4,0,,Heavyweight,2452-KDRRH,3.0
Female,78,1,Turlock,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),0,49,4606,,1,2,None,9.88,Cable,16,0,1,90.15,6716.45,0.0,0,711.36,7427.809999999999,3,0,,Heavyweight,5248-RPYWW,80.0
Male,68,0,Twain Harte,67,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),0,60,5896,,0,0,None,44.56,Fiber Optic,29,0,0,116.1,7839.85,0.0,40,2985.52,10865.37,3,0,,Heavyweight,7923-IYJWY,80.0
Female,65,0,Cazadero,6,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,0,79,4716,,0,0,None,12.67,Fiber Optic,20,0,1,74.1,450.9,0.0,0,76.02,526.92,3,0,,Price Sensitive,1658-TJVOA,29.0
Male,78,1,Elk,32,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,0,77,5804,,1,9,Offer C,43.54,Fiber Optic,3,0,1,93.5,2970.8,0.0,0,1393.28,4364.08,5,0,,Price Sensitive,0674-DGMAQ,25.0
Male,67,1,Glenhaven,8,0,0,DSL,0,1,1,0,0,1,Month-to-month,1,Mailed check,0,68,2560,,1,1,None,0.0,Cable,27,0,1,43.35,371.4,0.0,0,0.0,371.4,3,0,,Vanilla,2761-XECQW,38.0
Female,73,0,Lucerne,33,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),0,58,4738,,0,0,Offer C,12.75,Fiber Optic,19,0,1,105.35,3465.05,0.0,0,420.75,3885.8,5,0,,Price Sensitive,8059-UDZFY,33.0
Male,72,1,Manchester,55,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,0,56,5754,,1,7,Offer B,12.91,Fiber Optic,21,0,1,113.6,6292.7,0.0,0,710.05,7002.75,5,0,,Heavyweight,7740-BTPUX,80.0
Female,71,0,Ferndale,14,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,0,44,2056,,0,0,None,0.0,Cable,5,1,1,46.35,672.7,0.0,0,0.0,672.7,4,0,,Price Sensitive,8648-PFRMP,35.0
Male,78,0,Miranda,57,1,0,DSL,0,0,1,1,0,0,One year,1,Electronic check,0,58,5521,,0,0,Offer B,28.44,DSL,24,0,1,53.5,3035.8,0.0,0,1621.0800000000002,4656.88,4,0,,Heavyweight,8996-ZROXE,80.0
Female,66,1,Somes Bar,37,1,0,Fiber optic,0,0,1,1,1,0,Month-to-month,0,Electronic check,0,62,4048,,1,8,None,15.6,Fiber Optic,19,0,1,90.0,3371.75,0.0,0,577.1999999999999,3948.95,4,0,,Price Sensitive,2207-QPJED,16.0
Female,78,0,Capay,24,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,71,3740,,0,0,None,18.39,None,0,0,0,20.3,459.95,0.0,0,441.36,901.31,5,0,,Minimalist,0516-QREYC,37.0
Male,76,0,Courtland,38,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Mailed check,0,41,2926,,0,0,None,45.13,Fiber Optic,27,0,1,80.45,3162.65,0.0,0,1714.94,4877.59,3,0,,Price Sensitive,3865-QBWSJ,16.0
Male,72,1,Dixon,44,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,0,36,2925,,1,6,Offer B,14.65,Fiber Optic,30,0,1,89.2,4040.2,0.0,0,644.6,4684.8,4,0,,Price Sensitive,5857-TYBCJ,25.0
Male,73,0,Elmira,67,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,26,6388,,0,0,None,14.69,None,0,0,0,25.1,1672.15,0.0,0,984.23,2656.38,3,0,,Minimalist,4176-RELJR,80.0
Female,75,1,Jackson,25,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,50,4442,,1,7,None,38.59,Fiber Optic,24,0,1,69.3,1813.1,0.0,0,964.75,2777.85,4,0,,Price Sensitive,7924-GJZFI,22.0
Female,74,1,Lincoln,67,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Electronic check,0,45,5768,,1,3,None,11.91,Fiber Optic,10,1,1,105.6,7112.15,0.0,0,797.97,7910.12,3,0,,Heavyweight,5897-ZYEKH,80.0
Male,76,1,Loomis,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),0,68,5295,,1,9,None,0.0,DSL,9,1,1,64.45,4641.1,0.0,0,0.0,4641.1,5,0,,Heavyweight,5456-ITGIC,80.0
Male,68,1,Sheridan,24,0,0,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,0,63,2525,,1,3,None,0.0,Cable,28,0,1,34.25,828.2,0.0,0,0.0,828.2,4,0,,Vanilla,8070-AAWZP,29.0
Male,66,0,Sacramento,9,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,51,2003,,0,0,Offer E,39.77,Fiber Optic,25,0,1,74.05,678.45,0.0,0,357.93,1036.38,5,0,,Price Sensitive,6860-YRJZP,5.0
Female,70,0,Sacramento,44,1,0,Fiber optic,0,1,1,0,0,1,One year,0,Credit card (automatic),0,27,4368,,0,0,Offer B,35.39,Fiber Optic,19,1,1,89.15,3990.75,0.0,0,1557.16,5547.91,4,0,,Heavyweight,9391-DXGGG,80.0
Female,65,1,Sacramento,70,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,0,53,5899,,1,2,None,9.4,Fiber Optic,17,1,0,107.9,7475.85,0.0,20,658.0,8153.85,3,0,,Heavyweight,9844-FELAJ,80.0
Male,73,1,Sacramento,68,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),0,51,5443,,1,8,None,35.14,None,0,0,0,19.5,1193.55,0.0,0,2389.52,3583.07,3,0,,Minimalist,8395-ETZKQ,80.0
Female,68,1,Berry Creek,72,1,1,DSL,1,1,1,1,0,1,Two year,0,Bank transfer (automatic),0,71,4032,,1,10,None,15.82,DSL,13,1,1,78.45,5682.25,0.0,0,1139.04,6821.29,3,0,,Heavyweight,8336-TAVKX,80.0
Female,76,0,Penn Valley,4,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,0,50,4503,,0,0,None,35.67,Fiber Optic,8,0,1,72.75,317.75,0.0,0,142.68,460.43,4,0,,Price Sensitive,0581-BXBUB,29.0
Male,65,0,Hamilton City,3,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,0,40,4496,,0,0,Offer E,37.78,Fiber Optic,28,1,1,94.85,335.75,0.0,0,113.34,449.09,4,0,,Price Sensitive,5150-ITWWB,6.0
Male,76,0,Meadow Valley,39,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,0,39,5028,,0,0,None,20.06,Fiber Optic,3,1,1,90.7,3413.25,0.0,0,782.3399999999999,4195.59,4,0,,Price Sensitive,9281-OFDMF,15.0
Male,79,0,Redding,12,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),0,27,3606,,0,0,None,0.0,DSL,4,0,1,29.35,381.2,38.98,0,0.0,342.22,3,0,,Vanilla,7636-OWBPG,49.0
Male,69,0,Flournoy,51,1,1,Fiber optic,0,1,0,0,0,0,One year,1,Bank transfer (automatic),0,59,4673,,0,0,None,24.92,Fiber Optic,11,0,1,79.6,3974.7,16.73,0,1270.92,5228.889999999999,5,0,,Price Sensitive,0549-CYCQN,80.0
Male,78,1,Los Molinos,4,0,0,DSL,0,0,1,0,0,0,Month-to-month,1,Electronic check,0,46,2914,,1,3,Offer E,0.0,DSL,5,0,1,29.9,118.25,0.0,0,0.0,118.25,4,0,,Price Sensitive,0928-JMXNP,8.0
Male,77,0,Seiad Valley,17,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,0,53,3296,,0,0,None,17.26,Fiber Optic,25,0,0,101.8,1752.45,27.15,90,293.42,2108.72,4,0,,Price Sensitive,3629-ZNKXA,26.0
Female,70,1,Shasta,66,1,1,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),0,67,5418,,1,1,None,44.38,Fiber Optic,28,0,1,110.6,7210.85,0.0,0,2929.0800000000004,10139.93,4,0,,Heavyweight,4827-LTQRJ,80.0
Male,71,1,Los Angeles,69,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,0,63,4297,,1,1,None,18.41,Fiber Optic,17,0,1,109.95,7634.25,0.0,0,1270.29,8904.54,5,0,,Heavyweight,0136-IFMYD,80.0
Male,68,0,Los Angeles,38,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,0,71,3654,,0,0,None,46.96,Fiber Optic,13,0,1,94.75,3653.0,45.82,0,1784.48,5391.66,3,0,,Price Sensitive,5144-TVGLP,16.0
Male,71,1,Los Angeles,66,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),0,53,4138,,1,7,None,7.86,Fiber Optic,26,0,1,107.35,7051.95,39.18,0,518.76,7531.53,4,0,,Heavyweight,9659-ZTWSM,80.0
Male,74,1,Los Angeles,18,1,0,DSL,1,0,0,0,0,1,Month-to-month,1,Credit card (automatic),0,30,2422,,1,6,None,5.73,DSL,13,0,1,59.1,1011.05,31.05,0,103.14,1083.14,3,0,,Price Sensitive,2195-VVRJF,45.0
Female,78,0,Los Angeles,49,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,68,5651,,0,0,None,35.65,DSL,3,0,1,43.8,2106.05,20.45,0,1746.85,3832.45,5,0,,Price Sensitive,1125-SNVCK,16.0
Female,70,0,Los Angeles,2,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,0,72,5039,,0,0,Offer E,21.9,Fiber Optic,22,0,1,84.05,186.05,0.0,0,43.8,229.85,3,0,,Price Sensitive,2545-EBUPK,5.0
Female,65,0,Los Angeles,71,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,0,60,5479,,0,0,None,25.61,Fiber Optic,23,1,0,105.9,7521.95,6.65,100,1818.31,9433.61,3,0,,Heavyweight,2172-EJXVF,80.0
Female,68,0,Los Angeles,64,1,1,DSL,0,1,1,1,0,1,Month-to-month,0,Credit card (automatic),0,58,5113,,0,0,None,27.7,DSL,21,0,1,74.65,4869.35,47.04,0,1772.8,6595.110000000001,4,0,,Heavyweight,8659-HDIYE,6.0
Female,73,0,Beverly Hills,11,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,0,80,5014,,0,0,None,2.81,DSL,3,0,1,55.6,580.8,15.2,0,30.91,596.5099999999999,4,0,,Price Sensitive,4680-KUTAJ,37.0
Male,68,0,Compton,57,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Bank transfer (automatic),0,75,5838,,0,0,None,32.12,Fiber Optic,15,0,0,104.9,5913.95,1.69,90,1830.84,7833.1,5,0,,Heavyweight,2883-ILGWO,10.0
Female,65,1,Santa Monica,67,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),0,76,4934,,1,7,None,49.94,None,0,0,0,20.05,1263.05,43.66,0,3345.98,4565.37,5,0,,Minimalist,1167-OYZJF,80.0
Female,77,1,Santa Monica,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,0,46,6146,,1,7,None,35.39,Fiber Optic,25,0,1,113.65,7714.65,24.36,0,2477.3,10167.59,4,0,,Heavyweight,4806-DXQCE,80.0
Male,68,1,Los Alamitos,40,1,0,Fiber optic,1,1,1,1,1,0,One year,1,Credit card (automatic),0,53,4332,,1,2,None,15.15,Fiber Optic,18,0,1,98.15,4116.8,27.89,0,606.0,4694.91,3,0,,Heavyweight,5996-NRVXR,80.0
Male,66,1,Wilmington,70,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,0,57,5291,,1,3,None,39.49,Fiber Optic,28,0,1,104.8,7308.95,6.11,0,2764.3,10067.14,5,0,,Heavyweight,0100-DUVFC,80.0
Male,76,1,Carson,65,1,0,Fiber optic,0,0,0,0,0,0,One year,1,Bank transfer (automatic),0,30,4871,,1,6,None,28.68,Fiber Optic,20,0,1,70.95,4555.2,7.43,0,1864.2,6411.969999999999,3,0,,Heavyweight,5397-TUPSH,80.0
Female,67,1,Long Beach,29,0,0,DSL,0,1,1,0,0,0,Month-to-month,1,Mailed check,0,46,4107,,1,8,None,0.0,DSL,20,0,1,35.65,1025.15,25.07,0,0.0,1000.08,5,0,,Vanilla,6773-LQTVT,26.0
Female,80,0,La Canada Flintridge,15,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,0,41,4173,,0,0,None,39.57,Fiber Optic,16,0,1,91.5,1400.3,48.66,0,593.55,1945.19,3,0,,Price Sensitive,9402-ORRAH,26.0
Female,67,0,Sierra Madre,56,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,0,35,5128,,0,0,None,27.64,Fiber Optic,7,0,1,104.75,5841.35,36.52,0,1547.84,7352.67,3,0,,Heavyweight,4840-ORQXB,9.0
Male,78,1,Sunland,65,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,0,21,4978,,1,10,None,9.68,Fiber Optic,23,0,1,85.75,5688.45,38.09,0,629.1999999999999,6279.56,3,0,,Heavyweight,3982-DQLUS,3.0
Male,66,1,Pasadena,65,1,1,Fiber optic,1,0,0,0,1,1,One year,1,Electronic check,0,66,4368,,1,6,None,32.08,Fiber Optic,8,0,1,100.75,6674.65,0.0,0,2085.2,8759.849999999999,3,0,,Heavyweight,3756-VNWDH,80.0
Female,76,1,Glendale,38,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,0,49,2768,,0,0,None,3.42,Fiber Optic,15,0,1,83.45,3147.15,24.98,0,129.96,3252.13,3,0,,Price Sensitive,2921-XWDJH,16.0
Female,79,1,West Hills,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,58,2901,,1,1,Offer E,32.62,Fiber Optic,2,0,1,69.3,153.8,0.0,0,65.24,219.04,4,0,,Price Sensitive,9799-CAYJJ,5.0
Male,67,0,Santa Clarita,51,1,1,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),0,49,5896,,0,0,None,3.11,None,0,0,0,25.0,1260.7,0.0,0,158.61,1419.31,4,0,,Minimalist,6814-ZPWFQ,80.0
Male,74,0,Westlake Village,43,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,0,56,4556,,0,0,None,8.81,Fiber Optic,7,0,1,84.85,3645.6,0.0,0,378.83,4024.43,4,0,,Price Sensitive,5019-GQVCR,14.0
Male,69,1,Van Nuys,2,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,0,32,3170,,1,1,Offer E,7.29,Fiber Optic,14,0,1,74.2,140.1,0.0,0,14.58,154.68,4,0,,Price Sensitive,2880-FPNAE,5.0
Male,65,1,Baldwin Park,70,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),0,47,4666,,1,7,None,12.07,DSL,17,1,1,90.05,6333.4,0.0,0,844.9,7178.299999999999,3,0,,Heavyweight,1568-BEKZM,80.0
Female,80,0,South El Monte,33,0,0,DSL,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),0,30,3116,,0,0,None,0.0,DSL,16,0,1,59.45,1884.65,0.0,0,0.0,1884.65,4,0,,Vanilla,2045-BMBTJ,33.0
Male,69,0,Hacienda Heights,30,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Credit card (automatic),0,53,5983,,0,0,None,4.04,Fiber Optic,14,0,1,90.5,2595.85,0.0,0,121.2,2717.05,3,0,,Price Sensitive,6741-EGCBI,28.0
Female,74,0,Ontario,32,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,0,24,3041,,0,0,None,48.62,Fiber Optic,12,0,1,79.5,2665.0,0.0,0,1555.84,4220.84,4,0,,Price Sensitive,1730-ZMAME,19.0
Male,71,1,Upland,34,1,0,Fiber optic,1,0,0,1,1,0,One year,0,Mailed check,0,38,3202,,1,7,None,26.49,Fiber Optic,18,0,1,90.15,3128.8,0.0,0,900.66,4029.46,3,0,,Vanilla,5913-INRQV,37.0
Male,71,0,Chula Vista,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,0,65,2546,,0,0,Offer E,11.51,DSL,21,0,1,46.3,46.3,0.0,0,11.51,57.81,4,0,,Price Sensitive,6185-TASNN,8.0
Male,71,0,Potrero,55,0,0,DSL,0,0,1,0,1,1,One year,1,Bank transfer (automatic),0,70,4932,,0,0,None,0.0,DSL,23,0,1,50.05,2743.45,0.0,0,0.0,2743.45,4,0,,Vanilla,1925-LFCZZ,80.0
Female,67,1,Tecate,69,1,0,Fiber optic,1,1,0,0,0,1,One year,0,Credit card (automatic),0,69,4148,,1,6,None,34.55,Fiber Optic,19,0,1,87.3,6055.55,0.0,0,2383.95,8439.5,3,0,,Heavyweight,8707-RMEZH,80.0
Male,80,1,Carlsbad,33,0,0,DSL,0,1,1,1,1,0,Month-to-month,1,Electronic check,0,65,5600,,1,1,None,0.0,DSL,4,0,1,50.0,1750.85,0.0,0,0.0,1750.85,3,0,,Vanilla,9373-WSLOY,24.0
Male,75,1,El Cajon,37,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),0,20,4121,,1,8,None,23.54,Fiber Optic,7,0,1,72.25,2575.45,0.0,0,870.98,3446.43,3,0,,Price Sensitive,9819-FBNSV,23.0
Female,67,1,El Cajon,62,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Credit card (automatic),0,37,5868,,1,1,None,45.76,Fiber Optic,12,0,0,96.1,6019.35,0.0,150,2837.12,9006.470000000001,4,0,,Heavyweight,9544-PYPSJ,7.0
Female,68,0,La Jolla,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,49,5033,,0,0,None,17.6,Fiber Optic,2,0,0,71.25,71.25,0.0,10,17.6,98.85,4,0,,Price Sensitive,3878-AVSOQ,30.0
Male,75,0,Lakeside,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),0,56,4598,,0,0,None,24.67,Fiber Optic,26,0,1,113.8,7845.8,0.0,0,1776.2400000000002,9622.04,3,0,,Heavyweight,3258-SYSWS,80.0
Female,74,1,Palomar Mountain,60,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),0,34,6442,,1,3,None,27.68,Fiber Optic,26,0,1,100.5,6029.0,0.0,0,1660.8,7689.8,5,0,,Heavyweight,0512-FLFDW,80.0
Female,80,0,Ramona,30,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,0,59,5655,,0,0,None,41.93,Fiber Optic,21,0,1,104.1,3121.1,0.0,0,1257.9,4379.0,4,0,,Price Sensitive,2107-FBPTK,20.0
Male,66,0,Santee,8,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,20,5242,,0,0,Offer E,41.85,Fiber Optic,5,0,1,69.7,572.85,0.0,0,334.8,907.65,4,0,,Price Sensitive,1016-DJTSV,5.0
Male,79,0,Valley Center,71,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,0,73,4788,,0,0,Offer A,4.75,None,0,0,0,24.65,1766.75,0.0,0,337.25,2104.0,3,0,,Minimalist,5699-BNCAS,80.0
Female,73,1,Vista,70,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),0,22,5209,,1,2,Offer A,15.9,None,0,0,0,19.55,1462.05,0.0,0,1113.0,2575.05,3,0,,Minimalist,2900-PHPLN,80.0
Male,74,1,San Diego,49,1,0,DSL,0,1,0,0,0,0,Two year,0,Mailed check,0,37,4306,,1,4,None,1.67,DSL,15,0,1,49.8,2398.4,0.0,0,81.83,2480.23,3,0,,Vanilla,4039-PIMHX,80.0
Female,69,1,San Diego,24,1,0,Fiber optic,0,0,1,0,1,1,Two year,1,Electronic check,0,73,4309,,1,9,None,20.78,Fiber Optic,23,1,1,96.55,2263.45,0.0,0,498.72,2762.17,5,0,,Price Sensitive,7826-VVKWT,80.0
Male,71,0,Palm Desert,11,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,0,51,4333,,0,0,None,41.58,Fiber Optic,3,1,1,78.5,874.2,0.0,0,457.38,1331.58,3,0,,Price Sensitive,5288-AHOUP,28.0
Female,65,0,Adelanto,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),0,71,4474,,0,0,Offer A,26.87,Fiber Optic,20,1,1,108.1,7774.05,0.0,0,1934.64,9708.69,5,0,,Heavyweight,7134-HBPBS,80.0
Female,73,1,Daggett,12,1,0,DSL,1,0,1,1,1,1,One year,1,Electronic check,0,42,3355,,1,3,None,37.15,DSL,13,1,0,79.2,943.85,0.0,20,445.8,1409.65,4,0,,Price Sensitive,4415-WNGVR,60.0
Male,72,1,Pinon Hills,52,1,1,DSL,0,1,1,0,1,1,One year,1,Electronic check,0,76,6090,,1,1,None,7.04,DSL,22,1,1,80.85,4079.55,0.0,0,366.08,4445.63,3,0,,Heavyweight,1309-XGFSN,80.0
Female,71,0,Aguanga,18,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,0,66,5313,,0,0,None,7.51,Fiber Optic,24,0,1,73.55,1359.45,0.0,0,135.18,1494.63,3,0,,Price Sensitive,0650-BWOZN,25.0
Male,74,1,Moreno Valley,50,1,1,DSL,1,1,1,0,0,1,Two year,1,Bank transfer (automatic),0,34,6084,,1,3,None,32.9,DSL,18,1,1,75.15,3822.45,0.0,0,1645.0,5467.45,4,0,,Heavyweight,4304-XUMGI,80.0
Male,69,1,Nuevo,72,1,1,Fiber optic,1,1,1,1,1,1,Month-to-month,1,Credit card (automatic),0,29,5569,,1,6,Offer A,30.3,Fiber Optic,14,1,0,112.9,8061.5,0.0,20,2181.6,10263.1,3,0,,Heavyweight,9481-IEBZY,80.0
Male,76,1,Irvine,64,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,36,6469,,0,0,None,29.43,None,0,0,0,25.65,1740.8,0.0,0,1883.52,3624.32,5,0,,Minimalist,1080-BWSYE,80.0
Female,69,1,Anaheim,72,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Bank transfer (automatic),0,58,4768,,1,8,Offer A,7.85,Fiber Optic,20,1,0,106.85,7677.4,0.0,100,565.1999999999999,8342.6,4,0,,Heavyweight,3786-WOVKF,80.0
