gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,referred_a_friend,number_of_referrals,tenure_in_months,avg_monthly_long_distance_charges,avg_monthly_gb_download,streaming_music,unlimited_data,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,new_user,internet_service_Fiber optic,internet_service_No,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,offer_Offer A,offer_Offer B,offer_Offer C,offer_Offer D,offer_Offer E,internet_type_DSL,internet_type_Fiber Optic,internet_type_None
0,56,0,0,0,0,0,1,1,1,1,1,0,0,1,24,1,0,0,66,45.57,11,1,1,74.6,4798.4,0.0,0,3007.62,7806.019999999999,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,22,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,13,44.99,27,1,1,80.5,1011.8,24.99,0,584.87,1571.6799999999998,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,65,0,1,1,0,0,1,1,0,1,1,0,1,1,12,1,1,1,65,16.65,5,1,1,103.15,6792.45,0.0,0,1082.25,7874.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,77,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,2,63,18.14,2,1,1,103.5,6479.4,0.0,0,1142.82,7622.219999999999,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,58,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,6,16,40.03,20,0,1,73.25,1195.75,0.0,0,640.48,1836.23,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,58,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,28,40.39,0,0,0,18.25,534.7,0.0,0,1130.92,1665.62,0,0,1,1,0,0,0,0,1,0,0,0,0,1
0,76,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,56,5.19,16,0,0,101.05,5594.0,0.0,10,290.64000000000004,5894.64,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,67,0,1,1,0,0,1,1,1,1,0,0,0,0,12,0,1,2,55,9.08,23,0,1,60.0,3316.1,0.0,0,499.4,3815.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,54,0,0,1,0,0,1,1,0,0,0,0,0,0,12,0,1,10,44,15.33,0,0,0,25.7,1110.5,0.0,0,674.52,1785.02,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,33,0,0,1,0,0,1,1,1,0,0,0,1,1,12,1,1,10,56,37.5,11,1,1,98.0,5270.6,0.0,0,2100.0,7370.6,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,79,0,1,1,0,0,1,1,1,1,1,0,1,1,24,1,1,1,72,17.3,23,0,1,84.1,5981.65,0.0,0,1245.6,7227.25,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,27,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,18,15.18,42,0,1,75.6,1395.05,0.0,0,273.24,1668.29,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,62,0,0,1,1,2,1,1,1,0,1,1,1,0,24,1,1,10,23,33.02,12,0,1,77.15,1759.4,0.0,0,759.46,2518.86,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,58,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,4,1.1,19,0,1,64.4,253.0,0.0,0,4.4,257.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,62,0,0,0,0,0,0,0,0,1,1,1,1,1,12,0,0,0,12,0.0,24,1,1,60.65,743.3,40.41,0,0.0,702.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,77,0,1,1,0,0,1,1,0,0,1,0,1,1,24,0,1,7,30,40.5,8,0,1,74.85,2181.75,0.0,0,1215.0,3396.75,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,63,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,2,27.02,26,0,1,59.0,114.15,0.0,0,54.04,168.19,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,32,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,12,11.04,16,0,1,81.45,912.0,0.0,0,132.48,1044.48,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,37,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,34.89,13,0,0,44.75,148.05,0.0,10,104.67,262.72,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,71,0,1,1,0,0,1,1,1,1,1,1,0,0,12,1,0,0,59,19.14,13,0,0,94.05,5483.9,0.0,30,1129.26,6643.16,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,74,0,1,1,0,0,1,0,0,1,1,0,0,1,24,0,1,10,71,16.26,27,0,1,89.45,6435.25,0.0,0,1154.46,7589.71,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,36,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,30,2.87,29,0,1,95.0,2852.4,0.0,0,86.10000000000001,2938.5,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,51,0,0,1,0,0,1,1,1,1,0,1,1,1,24,1,1,6,58,37.15,7,1,1,109.1,6393.65,0.0,0,2154.7,8548.349999999999,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,75,0,1,1,0,0,1,0,0,1,1,1,0,1,24,1,1,2,71,1.23,9,0,1,95.5,6707.15,0.0,0,87.33,6794.48,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,52,0,0,1,1,3,1,0,0,0,0,0,0,0,24,0,1,1,35,20.85,0,0,0,19.6,686.95,0.0,0,729.75,1416.7,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,35,0,0,1,0,0,1,1,0,1,0,1,1,1,12,1,1,10,51,25.45,4,1,1,78.65,3950.85,0.0,0,1297.95,5248.8,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,55,0,0,1,1,1,1,1,0,0,0,1,1,1,24,1,0,0,69,8.46,21,1,1,99.35,6856.45,0.0,0,583.74,7440.19,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,71,0,1,1,0,0,1,0,1,1,1,1,1,1,24,1,1,8,56,31.68,30,0,1,85.65,4824.45,0.0,0,1774.08,6598.53,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,43,0,0,1,1,5,1,1,1,1,1,1,1,1,24,1,1,10,72,26.32,53,1,1,113.1,8248.5,0.0,0,1895.04,10143.54,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,60,0,0,1,1,2,1,1,0,0,0,0,0,0,24,0,1,4,43,2.81,0,0,0,24.25,1077.95,0.0,0,120.83,1198.78,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,72,0,1,0,0,0,1,0,0,1,1,0,1,1,12,1,0,0,34,35.0,12,0,1,99.85,3343.15,0.0,0,1190.0,4533.15,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,27,1,0,1,1,2,1,1,0,0,0,0,0,0,24,1,1,1,23,25.54,0,0,0,25.6,514.75,0.0,0,587.42,1102.17,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,42.52,0,0,0,20.65,93.55,0.0,0,212.6,306.15000000000003,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,76,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,64,22.86,24,0,1,108.95,7111.3,0.0,0,1463.04,8574.34,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,19,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,7,31.84,58,0,1,64.3,445.95,0.0,0,222.88,668.8299999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,19,1,0,0,0,0,1,1,1,0,1,0,0,0,12,1,0,0,55,44.85,48,0,1,84.25,4589.85,0.0,0,2466.75,7056.6,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,70,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,20,48.46,23,0,1,89.95,1648.45,0.0,0,969.2,2617.65,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,34,0,0,1,0,0,1,1,1,1,0,1,1,0,24,0,1,7,71,34.39,5,0,1,73.5,5357.75,0.0,0,2441.69,7799.44,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,19,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,8,7,41.22,73,0,1,69.2,477.55,0.0,0,288.54,766.0899999999999,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,73,0,1,1,0,0,1,1,0,1,0,1,1,1,24,1,1,3,70,39.34,13,0,1,104.45,7349.35,0.0,0,2753.8,10103.15,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,27,1,0,1,1,3,1,1,1,0,1,0,1,0,12,0,1,3,31,36.49,59,0,1,98.05,3082.1,0.0,0,1131.19,4213.29,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,51,0,0,1,1,3,1,1,0,0,1,1,1,1,12,1,1,2,26,36.71,57,1,1,82.0,2083.1,42.43,0,954.46,2995.13,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,52,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,31,26.16,0,0,0,20.9,689.35,0.0,0,810.96,1500.31,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,78,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5,17.13,9,0,1,71.45,371.6,0.0,0,85.64999999999999,457.25,0,1,0,0,0,1,0,0,0,0,1,0,1,0
1,40,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,15.37,0,0,0,20.0,61.7,0.0,0,46.11,107.81,1,0,1,0,0,1,0,0,0,0,1,0,0,1
1,74,0,1,1,0,0,1,1,1,1,1,1,1,1,24,1,1,4,72,5.77,24,0,1,89.55,6448.85,0.0,0,415.44,6864.29,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,52,0,0,1,0,0,1,1,1,1,1,0,0,1,24,1,1,1,72,28.86,8,1,1,99.15,7422.1,0.0,0,2077.92,9500.02,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,27,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17,22.26,0,0,0,19.7,340.35,0.0,0,378.42,718.77,0,0,1,1,0,0,0,0,0,1,0,0,0,1
1,73,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,66,28.06,20,0,1,100.8,6690.75,0.0,0,1851.96,8542.71,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,56,0,0,1,0,0,1,1,0,0,0,0,0,0,12,0,1,1,46,18.45,0,0,0,24.9,1174.8,0.0,0,848.6999999999999,2023.5,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,54,0,0,1,1,2,1,1,0,0,0,0,0,0,24,0,1,1,56,37.67,0,0,0,24.15,1402.25,29.41,0,2109.52,3482.36,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,69,0,1,1,0,0,1,0,1,1,1,1,1,0,24,0,1,7,72,5.27,9,0,0,74.4,5360.75,0.0,140,379.44,5880.19,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,47,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,2,31.45,0,0,0,19.95,47.7,0.0,0,62.9,110.6,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1,25,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,5,48.86,59,0,1,80.2,384.25,0.0,0,244.3,628.55,0,1,0,0,1,0,0,0,0,0,1,0,1,0
0,73,0,1,1,0,0,1,1,1,1,1,1,0,0,24,1,1,10,72,1.34,30,0,1,93.05,6735.05,0.0,0,96.48,6831.53,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,34,0,0,1,1,1,1,1,0,0,0,0,0,0,12,1,1,1,66,37.84,17,0,1,74.25,4859.25,0.0,0,2497.44,7356.69,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,61,0,0,1,1,2,1,1,1,1,1,1,1,1,24,1,1,1,72,28.86,20,1,1,116.4,8543.25,0.0,0,2077.92,10621.17,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,79,0,1,1,0,0,1,0,1,0,1,1,1,1,12,1,1,5,52,39.0,11,0,1,104.45,5481.25,0.0,0,2028.0,7509.25,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,63,0,0,0,0,0,1,1,0,0,1,1,0,1,24,0,0,0,50,27.04,2,1,1,69.5,3418.2,5.73,0,1352.0,4764.469999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,40,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,2,37,41.03,15,1,1,95.15,3532.85,0.0,0,1518.11,5050.96,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,72,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,40,44.14,23,0,1,91.55,3673.6,0.0,0,1765.6,5439.2,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,51,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,7,40.76,16,0,1,78.55,522.95,47.19,0,285.32,761.08,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,25,1,0,1,1,1,1,1,1,1,1,1,0,1,12,0,1,2,70,35.9,59,1,1,78.35,5445.95,0.0,0,2513.0,7958.95,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,75,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,10,44,20.83,9,0,1,104.15,4495.65,0.0,0,916.52,5412.17,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,56,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,9,18,29.6,7,1,1,95.95,1745.5,6.72,0,532.8000000000001,2271.58,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0,43,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,48,11.02,0,0,0,19.95,1004.5,0.0,0,528.96,1533.46,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,68,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,7,10.53,21,0,1,48.2,340.35,0.0,0,73.71,414.06,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,28,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,23,18.05,51,0,1,84.25,1968.1,8.3,0,415.15,2374.95,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,53,0,0,1,1,2,1,1,1,0,1,1,1,1,12,1,1,7,67,3.3,19,1,1,109.4,7281.6,38.34,0,221.1,7464.360000000001,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,54,0,0,0,0,0,1,1,0,0,0,0,0,0,24,0,0,0,48,30.82,0,0,0,24.0,1183.05,0.0,0,1479.36,2662.41,0,0,1,1,0,0,0,1,0,0,0,0,0,1
0,78,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,7,8,25.57,12,1,1,64.4,581.7,0.0,0,204.56,786.26,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,31,0,0,0,0,0,0,0,1,0,0,1,1,1,12,1,0,0,40,0.0,28,1,0,54.55,2236.2,11.48,40,0.0,2264.72,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,42,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,36.96,24,0,1,50.95,123.05,0.0,0,73.92,196.97,1,0,0,0,0,1,0,0,0,0,1,1,0,0
0,49,0,0,1,1,2,1,0,0,0,0,0,0,0,1,1,1,5,25,19.09,0,0,0,19.15,477.6,0.0,0,477.25,954.85,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,73,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,49.34,15,0,1,45.2,45.2,0.0,0,49.34,94.54,1,0,0,0,1,0,0,0,0,0,1,1,0,0
1,21,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,15,29.55,0,0,0,25.25,394.85,0.0,0,443.25,838.1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,49,0,0,1,1,1,1,0,0,0,0,0,1,1,12,0,1,4,56,12.97,28,1,1,88.9,4968.0,0.0,0,726.32,5694.32,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,79,0,1,1,1,3,1,0,1,0,1,1,1,1,1,1,1,6,48,13.4,75,1,1,104.5,5068.05,0.0,0,643.2,5711.25,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,56,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,3,37,2.15,0,0,0,20.35,697.65,45.07,0,79.55,732.1299999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,37,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,68,32.99,0,0,0,19.6,1441.65,0.0,0,2243.32,3684.97,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,69,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,65,32.41,21,0,1,95.45,6223.3,0.0,0,2106.65,8329.95,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,22,1,0,1,0,0,0,0,0,1,1,1,1,1,24,0,1,9,70,0.0,85,1,1,57.8,4039.3,1.01,0,0.0,4038.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,0,0,1,1,2,0,0,1,0,1,1,1,1,12,1,1,8,43,0.0,10,1,0,60.4,2640.55,0.0,100,0.0,2740.55,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,28,1,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,22,43.97,0,0,0,20.55,469.85,0.0,0,967.34,1437.19,0,0,1,0,1,0,0,0,0,1,0,0,0,1
1,70,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,35,45.13,10,1,1,102.05,3452.55,0.0,0,1579.5500000000002,5032.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,63,0,0,0,0,0,1,1,0,0,0,0,0,0,12,0,0,0,48,23.76,0,0,0,24.55,1203.95,36.04,0,1140.48,2308.3900000000003,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,58,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,58,29.25,0,0,0,20.3,1131.5,0.0,0,1696.5,2828.0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
0,69,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,6,16,48.41,6,0,1,85.05,1391.15,0.0,0,774.56,2165.71,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0,37,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,3,38.05,7,0,1,64.4,195.65,0.0,0,114.15,309.8,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0,43,0,0,1,0,0,1,1,1,1,1,1,0,0,24,0,1,5,66,36.55,20,0,1,96.6,6424.25,0.0,0,2412.3,8836.55,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,75,0,1,0,0,0,0,0,1,0,1,1,0,0,24,0,0,0,14,0.0,24,0,1,39.7,692.35,0.0,0,0.0,692.35,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1,76,0,1,1,1,3,0,0,0,1,0,0,0,1,12,1,1,2,28,0.0,21,1,1,39.1,1096.6,0.0,0,0.0,1096.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,62,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,47,42.25,0,0,0,20.55,1013.05,0.0,0,1985.75,2998.8,0,0,1,1,0,0,0,1,0,0,0,0,0,1
0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,24,47.51,0,0,0,20.75,487.05,0.0,0,1140.24,1627.29,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,75,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,18,1.92,25,0,1,93.9,1743.9,0.0,0,34.56,1778.46,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,77,0,1,1,0,0,1,0,0,1,1,0,1,1,12,1,1,10,43,37.09,8,1,1,100.55,4304.0,0.0,0,1594.87,5898.87,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,53,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,14,47.72,22,0,1,86.0,1164.05,0.0,0,668.0799999999999,1832.13,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,35,0,0,0,0,0,1,1,1,0,1,0,0,0,12,0,0,0,28,33.05,7,0,1,59.0,1654.45,0.0,0,925.4,2579.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,67,0,1,1,0,0,1,0,1,1,1,1,1,1,24,1,1,1,71,9.96,14,1,1,109.7,7904.25,0.0,0,707.1600000000001,8611.41,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,65,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,48,25.19,22,1,1,91.05,4370.75,0.0,0,1209.12,5579.87,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,51,0,0,1,1,3,1,0,0,1,0,0,0,0,1,1,1,4,25,4.46,58,0,1,75.5,1901.05,0.0,0,111.5,2012.55,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,29,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,10,18,35.44,0,0,0,20.25,401.95,0.0,0,637.92,1039.87,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,24,1,0,1,1,1,1,0,0,0,0,0,0,0,24,1,1,5,41,16.02,0,0,0,20.0,879.8,0.0,0,656.8199999999999,1536.62,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,67,0,1,1,0,0,1,1,0,0,1,0,1,0,12,1,1,1,31,44.26,22,0,1,90.7,2835.5,0.0,0,1372.06,4207.56,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,23,1,0,1,0,0,1,1,0,0,0,0,0,0,24,1,1,9,61,13.35,0,0,0,24.1,1551.6,0.0,0,814.35,2365.95,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,45,0,0,1,0,0,1,1,1,0,1,0,1,0,24,1,1,7,64,1.27,13,0,1,94.6,5948.7,0.0,0,81.28,6029.98,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0,41,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,15,27.3,18,0,1,85.3,1219.85,0.0,0,409.5,1629.35,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,74,0,1,1,0,0,1,1,1,1,0,0,0,1,12,0,1,1,38,49.82,27,1,0,95.0,3591.25,0.0,70,1893.16,5554.41,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,69,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,29,10.55,2,0,1,79.3,2414.55,0.0,0,305.95000000000005,2720.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,46,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5,10.99,29,0,1,44.05,202.15,0.0,0,54.95,257.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,25,1,0,1,1,3,0,0,1,0,1,1,1,1,24,0,1,8,58,0.0,59,1,1,59.75,3624.35,0.0,0,0.0,3624.35,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,72,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,11,11.86,23,0,1,54.55,601.25,0.0,0,130.45999999999998,731.71,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,75,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,11,48.33,17,0,0,60.25,662.95,0.0,120,531.63,1314.58,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,41,0,0,0,0,0,1,0,0,0,1,1,1,0,12,1,0,0,63,40.34,8,0,1,90.05,5817.0,0.0,0,2541.42,8358.42,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16.91,0,0,0,19.65,19.65,0.0,0,16.91,36.56,1,0,1,0,0,1,0,0,0,0,0,0,0,1
0,75,0,1,1,0,0,1,0,1,1,1,0,0,0,12,1,1,10,59,4.21,21,0,1,82.95,4903.15,0.0,0,248.39,5151.54,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,43,0,0,1,1,2,1,0,0,0,0,0,0,0,24,0,1,2,71,16.84,0,0,0,19.85,1326.35,0.0,0,1195.64,2521.99,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,79,0,1,1,0,0,1,1,0,0,0,0,0,0,12,0,0,0,50,31.43,0,0,0,25.2,1306.3,0.0,0,1571.5,2877.8,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,30,0,0,1,0,0,1,0,0,1,0,1,1,1,24,1,1,4,71,16.24,59,1,1,73.35,5154.5,0.0,0,1153.04,6307.54,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,56,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,13.51,0,0,0,20.05,20.05,0.0,0,13.51,33.56,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1,72,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,31,47.48,8,0,1,73.55,2094.65,0.0,0,1471.88,3566.53,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,48,0,0,0,0,0,0,0,1,1,0,1,0,0,12,1,0,0,63,0.0,28,0,1,40.6,2588.95,0.0,0,0.0,2588.95,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,52,0,0,1,1,1,0,0,1,0,1,1,0,0,24,0,1,3,69,0.0,11,0,1,39.1,2779.5,0.0,0,0.0,2779.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,66,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,24.95,22,0,1,81.5,162.55,0.0,0,49.9,212.45,1,1,0,0,0,1,0,0,0,0,0,0,1,0
0,53,0,0,0,0,0,1,1,1,1,1,1,0,0,24,0,0,0,72,3.66,13,0,1,69.65,4908.25,0.0,0,263.52,5171.77,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,24,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,29,7.01,42,0,1,76.0,2215.25,0.0,0,203.29,2418.54,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,56,0,0,1,1,1,1,1,0,0,0,0,0,0,24,1,1,7,61,34.84,0,0,0,24.2,1445.2,0.0,0,2125.24,3570.4400000000005,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,65,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,4,4.29,7,0,1,74.45,294.45,0.0,0,17.16,311.61,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,79,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,8,28,25.57,0,0,0,25.7,734.6,0.0,0,715.96,1450.56,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,35,0,0,1,1,2,1,1,1,0,0,1,1,1,24,0,1,3,67,40.35,16,1,1,106.7,7009.5,0.0,0,2703.4500000000003,9712.95,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,66,0,1,1,0,0,1,0,0,1,1,0,1,0,12,1,1,10,57,46.62,4,0,1,90.65,5199.8,0.0,0,2657.34,7857.139999999999,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,45,0,0,1,0,0,1,1,0,0,1,0,1,1,24,1,1,5,72,43.47,9,1,0,76.8,5468.45,0.0,90,3129.84,8688.29,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,29,1,0,1,1,3,0,0,1,1,0,1,0,0,24,0,1,5,48,0.0,52,0,0,39.4,1978.65,0.0,130,0.0,2108.65,0,0,0,0,0,1,0,0,0,0,0,1,0,0
