gender,age,under_30,senior_citizen,married,number_of_dependents,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,churn_value,churn_score,referred_a_friend,number_of_referrals,tenure_in_months,avg_monthly_long_distance_charges,avg_monthly_gb_download,streaming_music,unlimited_data,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,customer_status,new_user,internet_service_Fiber optic,internet_service_No,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,offer_Offer A,offer_Offer B,offer_Offer C,offer_Offer D,offer_Offer E,cluster_carefree,cluster_price_sensitive,cluster_vanilla
0,51,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,65,0,0,2,17.33,14,1,1,80.95,171.15,0.0,0,34.66,205.81,3,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
0,63,0,0,1,0,1,0,0,0,0,0,1,1,12,1,1,100,1,1,25,35.27,4,1,0,90.4,2178.6,0.0,140,881.7500000000001,3200.35,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,21,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,83,1,1,3,29.29,52,1,1,56.15,168.15,0.0,0,87.87,256.02,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,59,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,74,0,0,4,39.68,18,1,1,94.4,387.2,0.0,0,158.72,545.92,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,62,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,97,0,0,37,37.49,29,0,1,78.95,2839.65,0.0,0,1387.13,4226.780000000001,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,27,1,0,0,0,0,0,0,0,0,0,1,1,12,1,1,72,0,0,19,0.0,48,1,1,44.85,893.55,0.0,0,0.0,893.55,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,23,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,75,0,0,7,21.58,71,1,0,74.65,544.55,0.0,10,151.06,705.6099999999999,3,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
1,51,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,86,1,1,14,20.4,30,0,1,64.7,941.0,0.0,0,285.6,1226.6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,38,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,71,0,0,1,0.0,26,1,1,35.55,35.55,0.0,0,0.0,35.55,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,32,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,82,0,0,2,38.51,25,1,1,95.15,196.9,0.0,0,77.02,273.92,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
0,54,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,75,1,4,13,45.6,11,1,1,96.65,1162.85,0.0,0,592.8000000000001,1755.65,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0,41,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,85,0,0,1,0.0,6,0,0,31.35,31.35,0.0,80,0.0,111.35,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,57,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,97,0,0,12,14.38,6,0,1,89.75,1052.4,0.0,0,172.56,1224.96,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,33,0,0,1,0,1,0,0,1,0,0,1,1,12,1,1,99,1,9,60,47.4,29,1,1,94.4,5610.25,0.0,0,2844.0,8454.25,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,32,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,66,0,0,1,31.77,0,0,0,19.85,19.85,0.0,0,31.77,51.620000000000005,2,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
1,55,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,69,0,0,6,20.36,10,1,1,109.9,669.45,0.0,0,122.16,791.61,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
0,42,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,99,0,0,15,45.92,12,1,1,101.35,1553.95,0.0,0,688.8000000000001,2242.75,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1,19,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,91,0,0,1,33.48,59,1,0,60.15,60.15,0.0,20,33.48,113.63,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,31,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,98,0,0,7,35.91,27,0,1,90.45,593.45,0.0,0,251.37,844.82,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
0,48,0,0,1,0,1,0,0,1,0,0,1,1,12,1,1,96,1,1,53,15.77,9,1,1,94.25,4867.95,0.0,0,835.81,5703.76,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,26,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,84,0,0,1,1.84,76,1,1,74.9,74.9,0.0,0,1.84,76.74000000000001,3,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1,34,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,69,0,0,1,32.92,3,0,1,80.25,80.25,0.0,0,32.92,113.17,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
0,58,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,77,1,1,17,44.97,11,0,1,69.0,1149.65,0.0,0,764.49,1914.14,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1,62,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,91,1,1,11,15.69,12,1,1,66.35,740.8,0.0,0,172.59,913.39,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,58,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,98,0,0,19,20.41,11,1,0,86.0,1532.45,0.0,30,387.79,1950.24,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,37,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,72,1,1,3,48.38,14,1,1,80.3,250.05,0.0,0,145.14,395.19000000000005,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
0,40,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,67,0,0,24,35.93,5,0,1,90.55,2282.55,0.0,0,862.3199999999999,3144.87,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,30,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,86,0,0,2,26.87,52,0,1,75.9,143.35,0.0,0,53.74,197.09,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,47,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,73,1,1,1,14.9,6,0,1,45.85,45.85,0.0,0,14.9,60.75,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,36,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,78,1,1,16,0.0,29,1,1,49.95,810.2,0.0,0,0.0,810.2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,36,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,77,1,1,34,13.45,12,0,1,78.3,2564.3,0.0,0,457.3,3021.6000000000004,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,44,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,92,0,0,3,38.38,23,0,0,76.95,228.4,0.0,10,115.14,353.54,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,49,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,66,0,0,1,34.37,28,0,1,45.3,45.3,0.0,0,34.37,79.66999999999999,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,47,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,87,0,0,15,33.14,0,0,0,19.4,289.3,0.0,0,497.1,786.4000000000001,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,46,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,66,0,0,11,22.36,3,0,1,90.15,987.95,0.0,0,245.96,1233.91,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,23,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,98,0,0,1,48.03,73,1,1,45.05,45.05,0.0,0,48.03,93.08,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,53,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,70,0,0,1,14.48,26,0,1,75.8,75.8,0.0,0,14.48,90.28,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,54,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,69,0,0,7,19.21,16,1,0,79.3,523.15,0.0,10,134.47,667.62,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,53,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,98,0,0,2,0.0,18,0,1,30.9,59.05,0.0,0,0.0,59.05,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,43,0,0,1,0,1,1,1,1,1,0,1,1,12,1,1,97,1,1,59,22.71,26,1,1,110.15,6448.05,0.0,0,1339.89,7787.94,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,20,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,80,1,1,8,5.34,42,1,1,75.0,632.95,0.0,0,42.72,675.6700000000001,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,78,0,0,6,41.16,10,0,0,44.75,270.95,0.0,10,246.96,527.91,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,41,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,84,1,1,11,24.83,30,0,1,44.05,483.7,0.0,0,273.13,756.8299999999999,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,30,0,0,0,0,1,1,1,1,1,1,1,1,12,0,1,87,0,0,70,10.21,52,1,1,115.55,8127.6,0.0,0,714.7,8842.300000000001,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,27,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,77,0,0,18,24.4,71,1,1,85.2,1553.9,0.0,0,439.2,1993.1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,35,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,87,1,1,34,43.33,16,1,1,97.65,3207.55,0.0,0,1473.22,4680.77,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,54,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,90,1,1,47,7.62,20,1,0,109.55,5124.55,0.0,0,358.14,5482.6900000000005,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,50,0,0,1,0,1,1,0,1,1,1,0,0,12,1,1,65,1,1,39,35.32,30,0,1,89.55,3474.45,0.0,0,1377.48,4851.93,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,42,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,78,0,0,1,48.96,0,0,0,19.45,19.45,0.0,0,48.96,68.41,2,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
1,34,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,81,0,0,4,12.43,0,0,0,20.35,76.35,0.0,0,49.72,126.07,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,33,0,0,1,0,1,1,0,0,1,0,1,1,12,1,1,76,1,1,59,10.76,5,1,1,99.5,5961.1,0.0,0,634.84,6595.9400000000005,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,44,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,93,0,0,2,17.25,3,0,0,45.0,96.45,0.0,30,34.5,160.95,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,70,0,0,1,40.51,0,0,0,20.15,20.15,0.0,0,40.51,60.66,2,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,28,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,96,0,0,66,7.28,51,1,1,105.0,7133.25,0.0,0,480.48,7613.73,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,58,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,66,0,0,3,2.88,17,0,1,54.7,169.45,0.0,0,8.64,178.08999999999995,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,49,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,78,1,1,14,29.18,19,1,1,87.25,1258.6,0.0,0,408.52,1667.12,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,38,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,68,1,1,10,11.3,4,0,1,79.95,857.2,0.0,0,113.0,970.2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,47,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,96,0,0,18,12.67,23,0,1,88.35,1639.3,0.0,0,228.06,1867.36,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,34,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,83,0,0,9,10.07,26,1,0,94.75,889.9,0.0,30,90.63,1010.53,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
0,28,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,67,0,0,4,42.06,58,1,1,78.45,330.05,0.0,0,168.24,498.29,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
0,43,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,92,0,0,4,13.02,15,0,1,70.2,237.95,0.0,0,52.08,290.03,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,23,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,70,1,1,59,0.0,69,1,1,41.05,2452.7,0.0,0,0.0,2452.7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,63,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,70,1,1,10,30.1,29,0,1,85.6,813.85,0.0,0,301.0,1114.85,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,39,0,0,0,0,1,0,0,0,1,0,1,1,12,1,1,77,0,0,5,45.25,22,1,0,70.0,347.4,0.0,10,226.25,583.65,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,51,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,71,0,0,1,43.49,4,0,1,49.95,49.95,0.0,0,43.49,93.44,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,19,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,85,1,1,22,32.11,52,0,1,69.25,1554.0,0.0,0,706.42,2260.42,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,34,0,0,1,0,1,1,0,0,1,0,1,1,12,1,1,86,1,1,41,15.91,29,1,1,73.0,3001.2,0.0,0,652.3100000000001,3653.51,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,39,0,0,0,0,1,1,0,0,1,0,1,1,12,1,1,69,0,0,64,28.13,18,1,1,100.05,6254.2,0.0,0,1800.32,8054.519999999999,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,27,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,76,0,0,18,0.0,85,1,0,35.0,553.0,0.0,70,0.0,623.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,20,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,72,0,0,1,35.01,52,0,1,76.0,76.0,0.0,0,35.01,111.01,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,36,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,86,1,1,15,28.3,28,0,1,84.3,1308.4,0.0,0,424.5,1732.9,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,62,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,97,1,1,15,40.7,29,1,1,101.1,1504.05,0.0,0,610.5,2114.55,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,37,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,68,0,0,1,28.25,9,0,1,50.45,50.45,0.0,0,28.25,78.7,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,20,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,80,0,0,12,28.16,42,1,0,99.95,1132.75,0.0,120,337.92,1590.67,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,50,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,80,0,0,2,39.62,7,0,1,91.4,193.6,0.0,0,79.24,272.84,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,28,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,72,0,0,4,42.33,76,1,1,80.8,332.45,0.0,0,169.32,501.77,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,61,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,68,1,1,16,37.83,26,1,1,100.0,1534.75,0.0,0,605.28,2140.03,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,53,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,87,0,0,1,15.91,0,0,0,20.55,20.55,0.0,0,15.91,36.46,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,30,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,81,0,0,5,36.52,27,0,1,85.3,424.15,0.0,0,182.6,606.75,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,19,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,88,0,0,4,41.12,42,1,0,70.4,281.0,0.0,70,164.48,515.48,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,27,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,82,0,0,37,30.72,42,1,1,98.8,3475.55,0.0,0,1136.64,4612.1900000000005,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,36,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,89,1,1,13,2.92,21,0,1,74.4,896.75,0.0,0,37.96,934.71,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,35,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,85,0,0,24,37.69,18,1,1,98.75,2407.3,0.0,0,904.56,3311.86,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,52,0,0,1,0,1,1,1,1,0,0,1,1,12,1,1,92,1,1,61,46.95,21,1,1,106.0,6547.7,0.0,0,2863.9500000000003,9411.65,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,21,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,84,0,0,41,47.74,48,1,1,104.7,4346.4,0.0,0,1957.34,6303.74,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,47,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,81,0,0,2,42.55,30,0,1,55.05,102.75,0.0,0,85.1,187.85,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,44,0,0,1,0,1,0,0,0,0,0,0,0,12,1,1,89,1,1,8,46.13,0,0,0,19.75,145.0,0.0,0,369.04,514.04,3,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,62,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,87,0,0,17,30.61,7,0,1,76.65,1313.55,0.0,0,520.37,1833.92,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,49,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,79,0,0,2,0.0,21,1,1,42.6,72.4,0.0,0,0.0,72.4,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,45,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,79,0,0,29,1.02,19,1,1,68.85,1970.5,0.0,0,29.58,2000.08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,51,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,99,1,1,2,46.92,7,1,1,90.0,190.05,0.0,0,93.84,283.89,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,42,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,71,0,0,14,18.74,20,0,1,75.35,1025.95,0.0,0,262.36,1288.31,2,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,56,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,97,0,0,8,3.27,6,1,1,100.85,819.55,0.0,0,26.16,845.7099999999999,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1,55,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,81,1,1,5,17.08,10,0,1,69.95,330.15,0.0,0,85.39999999999999,415.55,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1,50,0,0,1,0,1,1,0,1,1,0,1,1,12,1,1,96,1,1,63,1.93,21,1,0,107.5,6873.75,0.0,60,121.59,7055.34,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,58,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,94,0,0,1,44.75,12,0,1,45.85,45.85,0.0,0,44.75,90.6,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,44,0,0,1,0,1,0,1,1,1,0,1,1,12,1,1,94,1,1,53,30.09,11,1,1,106.1,5769.75,0.0,0,1594.77,7364.52,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,20,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,71,0,0,1,17.23,52,1,1,91.7,91.7,0.0,0,17.23,108.93,3,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1,39,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,96,0,0,16,18.99,30,1,1,95.6,1555.65,0.0,0,303.84,1859.49,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0,59,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,82,0,0,1,30.07,26,0,1,74.95,74.95,0.0,0,30.07,105.02,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
0,62,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,73,0,0,66,25.82,26,1,1,99.5,6710.5,0.0,0,1704.12,8414.62,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,38,0,0,1,0,1,0,0,0,1,1,1,1,12,0,1,91,1,1,17,5.4,8,1,1,98.6,1704.95,0.0,0,91.8,1796.75,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,54,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,91,0,0,7,2.24,22,0,1,59.5,415.95,0.0,0,15.68,431.63,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,53,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,82,1,1,42,34.02,18,0,1,77.95,3384.0,0.0,0,1428.84,4812.84,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,33,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,84,0,0,30,30.06,19,1,1,90.25,2755.35,0.0,0,901.8,3657.15,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,51,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,89,0,0,15,47.57,26,1,1,64.65,994.55,0.0,0,713.55,1708.1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,34,0,0,1,0,1,1,0,1,1,0,0,0,12,0,1,65,1,1,67,28.4,10,0,1,87.4,5918.8,0.0,0,1902.8,7821.6,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,32,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,68,0,0,35,19.07,17,0,1,86.45,3029.1,0.0,0,667.45,3696.55,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,21,1,0,1,0,1,1,0,1,0,0,1,1,12,1,1,97,1,1,56,19.16,48,1,0,98.25,5508.35,0.0,150,1072.96,6731.31,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,46,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,96,1,1,9,31.75,25,0,1,75.75,655.9,0.0,0,285.75,941.65,3,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,55,0,0,0,0,1,1,0,1,1,0,1,1,12,1,1,69,0,0,48,24.73,4,1,1,106.1,5082.8,0.0,0,1187.04,6269.84,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,23,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,78,0,0,34,7.99,76,1,1,109.8,3587.25,0.0,0,271.66,3858.91,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,61,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,68,1,1,11,13.33,19,0,0,79.5,868.5,0.0,50,146.63,1065.13,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,30,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,99,0,0,1,34.47,59,1,1,85.8,85.8,0.0,0,34.47,120.27,3,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
1,19,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,88,1,1,3,44.46,51,1,1,44.3,134.5,0.0,0,133.38,267.88,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,37,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,79,0,0,50,20.88,13,1,1,105.95,5341.8,0.0,0,1044.0,6385.8,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,32,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,99,0,0,5,31.14,5,0,1,69.75,324.6,0.0,0,155.7,480.3,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
0,44,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,100,1,1,51,21.08,9,1,1,94.65,4812.75,0.0,0,1075.08,5887.83,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,57,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,77,0,0,46,6.18,8,1,0,96.05,4399.5,0.0,80,284.28,4763.78,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,41,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,96,1,1,41,5.01,10,1,1,113.6,4594.95,0.0,0,205.41,4800.36,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,37,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,90,0,0,29,44.33,7,0,1,78.9,2384.15,0.0,0,1285.57,3669.72,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,35,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,71,1,1,26,22.33,13,0,1,60.05,1616.15,0.0,0,580.5799999999999,2196.73,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,31,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,81,0,0,1,0.0,8,0,1,34.7,34.7,0.0,0,0.0,34.7,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,46,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,67,0,0,3,14.28,21,1,1,85.3,264.8,0.0,0,42.84,307.64,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1,41,0,0,1,0,1,1,0,1,1,0,1,1,12,1,1,82,1,1,66,48.77,12,1,0,102.45,6615.15,0.0,130,3218.82,9963.97,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,22,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,67,1,1,21,38.52,59,1,1,104.4,2200.25,0.0,0,808.9200000000001,3009.17,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
