gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,city,zip_code,latitude,longitude,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,churn_value,churn_score,cltv,churn_reason,referred_a_friend,number_of_referrals,offer,avg_monthly_long_distance_charges,internet_type,avg_monthly_gb_download,streaming_music,unlimited_data,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,customer_status,churn_category,pop_density,new_user
1,54,0,0,1,1,2,Myers Flat,95554,40.267158,-123.805913,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,84,2865,Competitor made better offer,1,1,None,28.73,None,0,0,0,19.45,19.45,0.0,0,28.73,48.18,2,1,Competitor,11,0
1,32,0,0,0,0,0,Rio Dell,95562,40.485849,-124.163234,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,77,4320,Competitor made better offer,0,0,None,41.37,Fiber Optic,28,0,1,75.55,166.3,0.0,0,82.74,249.04,2,1,Competitor,140,0
0,38,0,0,1,0,0,Samoa,95564,40.809636,-124.189977,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,85,2485,Price too high,1,1,None,38.8,Fiber Optic,4,0,1,70.0,70.0,0.0,0,38.8,108.8,2,1,Price,139,0
0,56,0,0,1,0,0,Smith River,95567,41.950683,-124.097094,65,1,0,DSL,1,0,0,1,1,1,Two year,1,Bank transfer (automatic),1,89,5207,Product dissatisfaction,1,1,Offer B,40.47,DSL,30,1,1,74.8,4820.15,0.0,0,2630.55,7450.699999999999,1,1,Dissatisfaction,31,0
1,46,0,0,1,0,0,Trinidad,95570,41.162295,-124.027381,33,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,1,71,3185,Service dissatisfaction,1,1,None,11.32,Fiber Optic,12,1,1,104.4,3409.6,0.0,0,373.56,3783.16,1,1,Dissatisfaction,109,0
1,21,1,0,0,0,0,Zenia,95595,40.170357,-123.417298,15,1,0,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,1,90,5829,Lack of self-service on Website,0,0,None,20.03,Fiber Optic,59,1,0,86.2,1270.2,0.0,100,300.45000000000005,1670.65,1,1,Dissatisfaction,1,0
1,57,0,0,1,1,2,Auburn,95602,38.99003,-121.114408,30,0,0,DSL,0,0,0,1,1,1,Month-to-month,0,Credit card (automatic),1,79,4568,Network reliability,1,1,None,0.0,DSL,12,1,1,51.2,1561.5,0.0,0,0.0,1561.5,3,1,Dissatisfaction,355,0
1,23,1,0,0,0,0,Clarksburg,95612,38.384648,-121.578701,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,82,2484,Limited range of services,0,0,None,28.02,None,0,0,0,19.5,31.55,0.0,0,56.04,87.59,3,1,Dissatisfaction,22,0
1,37,0,0,0,0,0,Davis,95618,38.544002,-121.685559,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),1,93,2078,Long distance charges,0,0,None,38.28,Fiber Optic,18,0,1,74.9,147.15,0.0,0,76.56,223.71,1,1,Price,781,0
1,59,0,0,0,0,0,Elverta,95626,38.734997,-121.463719,25,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,1,74,2195,Extra data charges,0,0,None,36.24,Fiber Optic,3,1,1,100.25,2387.75,0.0,0,906.0,3293.75,1,1,Price,257,0
0,56,0,0,0,0,0,Folsom,95630,38.672638,-121.147403,43,1,1,Fiber optic,0,0,0,1,1,1,One year,1,Electronic check,1,93,4760,Product dissatisfaction,0,0,Offer B,39.37,Fiber Optic,23,1,0,100.0,4211.55,0.0,140,1692.91,6044.46,1,1,Dissatisfaction,2617,0
0,58,0,0,1,0,0,Galt,95632,38.274451,-121.259201,10,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Electronic check,1,69,4243,Service dissatisfaction,1,5,None,43.28,Fiber Optic,12,1,1,99.85,990.9,0.0,0,432.8,1423.7,1,1,Dissatisfaction,264,0
1,34,0,0,0,0,0,Garden Valley,95633,38.852544,-120.837669,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),1,79,5299,Lack of self-service on Website,0,0,None,42.89,Fiber Optic,13,1,1,94.2,193.8,0.0,0,85.78,279.58000000000004,2,1,Dissatisfaction,81,0
0,50,0,0,0,0,0,Hood,95639,38.375325,-121.507935,69,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),1,100,4254,Attitude of service provider,0,0,None,2.52,Fiber Optic,24,1,1,104.05,7262.0,0.0,0,173.88,7435.88,3,1,Attitude,62,0
0,52,0,0,1,0,0,Jackson,95642,38.336216,-120.76901,22,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),1,72,5615,Attitude of support person,1,7,None,37.8,Fiber Optic,15,1,1,94.7,1914.9,0.0,0,831.5999999999999,2746.5,2,1,Attitude,108,0
1,63,0,0,0,0,0,Plymouth,95669,38.489273,-120.891614,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,65,4879,Attitude of service provider,0,0,Offer E,48.31,Cable,22,0,1,44.45,44.45,0.0,0,48.31,92.76,3,1,Attitude,28,0
0,46,0,0,0,0,0,Thornton,95686,38.157794,-121.520223,36,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,69,2455,Attitude of service provider,0,0,None,24.66,Fiber Optic,22,1,1,84.9,3067.2,0.0,0,887.76,3954.96,1,1,Attitude,52,0
0,41,0,0,0,0,0,Vacaville,95688,38.419088,-122.024568,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,89,2959,Attitude of support person,0,0,Offer E,23.16,None,0,0,0,20.25,20.25,0.0,0,23.16,43.41,1,1,Attitude,423,0
0,56,0,0,0,0,0,Walnut Grove,95690,38.240419,-121.587535,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,1,66,5633,Deceased,0,0,None,4.8,Fiber Optic,11,0,1,74.35,74.35,0.0,0,4.8,79.14999999999999,3,1,Other,44,0
0,58,0,0,0,0,0,Wheatland,95692,39.043387,-121.409837,1,1,1,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,1,86,2937,Moved,0,0,Offer E,47.83,DSL,12,0,0,62.05,62.05,0.0,10,47.83,119.88,2,1,Other,88,0
0,42,0,0,1,0,0,Emigrant Gap,95715,39.23754,-120.720196,39,1,0,DSL,1,0,1,1,1,1,One year,0,Credit card (automatic),1,76,2704,Moved,1,1,None,35.7,DSL,9,1,1,80.0,3182.95,0.0,0,1392.3000000000002,4575.25,1,1,Other,4,0
0,43,0,0,0,0,0,Meadow Vista,95722,39.003358,-121.022539,5,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Mailed check,1,76,3131,Moved,0,0,Offer E,38.89,Fiber Optic,8,1,1,104.1,541.9,0.0,0,194.45,736.3499999999999,3,1,Other,420,0
0,30,0,0,0,0,0,Elk Grove,95758,38.35363,-121.44195,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,80,5944,Don't know,0,0,Offer E,17.22,Fiber Optic,30,0,1,76.5,162.45,0.0,0,34.44,196.89,1,1,Other,4711,0
0,47,0,0,0,0,0,Woodland,95776,38.694081,-121.694431,5,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,1,73,4336,Competitor offered more data,0,0,Offer E,7.31,DSL,18,0,1,49.2,216.9,0.0,0,36.55,253.45,1,1,Competitor,237,0
0,42,0,0,0,0,0,Sacramento,95815,38.608405,-121.449942,11,1,1,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),1,65,5671,Competitor made better offer,0,0,None,30.91,None,0,0,0,23.15,245.2,0.0,0,340.01,585.21,1,1,Competitor,3145,0
1,22,1,0,1,0,0,Sacramento,95817,38.550722,-121.457314,4,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,1,73,2961,Competitor had better devices,1,1,Offer E,44.28,Fiber Optic,59,1,0,80.85,302.75,0.0,40,177.12,519.87,1,1,Competitor,5907,0
0,26,1,0,0,0,0,Sacramento,95821,38.625096,-121.383658,1,1,1,DSL,0,1,0,1,0,0,Month-to-month,0,Mailed check,1,88,5654,Competitor had better devices,0,0,Offer E,23.63,Cable,85,0,1,60.1,60.1,0.0,0,23.63,83.73,1,1,Competitor,4691,0
0,62,0,0,0,0,0,Sacramento,95823,38.475465,-121.443625,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,75,2038,Competitor offered higher download speeds,0,0,Offer E,23.96,Fiber Optic,22,0,1,78.95,78.95,0.0,0,23.96,102.91,2,1,Competitor,6268,0
0,56,0,0,0,0,0,Sacramento,95828,38.486938,-121.395805,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,81,2699,Competitor offered higher download speeds,0,0,Offer E,6.47,DSL,21,0,1,45.15,98.5,0.0,0,12.94,111.44,2,1,Competitor,4698,0
1,28,1,0,0,0,0,Sacramento,95835,38.685069,-121.543709,3,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,97,2448,Competitor offered higher download speeds,0,0,Offer E,46.6,Fiber Optic,76,0,1,79.4,244.65,0.0,0,139.8,384.4500000000001,1,1,Competitor,4012,0
0,38,0,0,0,0,0,Sacramento,95838,38.646096,-121.442433,44,0,0,DSL,0,1,1,0,1,1,One year,1,Mailed check,1,100,3051,Competitor offered more data,0,0,Offer B,0.0,Cable,4,1,1,53.95,2375.4,0.0,0,0.0,2375.4,2,1,Competitor,4055,0
1,63,0,0,1,0,0,Sacramento,95842,38.687367,-121.34848,24,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),1,69,4811,Competitor offered more data,0,0,None,44.96,Fiber Optic,28,1,1,99.3,2431.35,0.0,0,1079.04,3510.39,3,1,Competitor,8121,0
0,58,0,0,0,0,0,Browns Valley,95918,39.292334,-121.320597,18,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,1,95,3788,Competitor offered more data,0,0,None,38.87,Fiber Optic,7,0,0,80.65,1451.9,0.0,30,699.66,2181.56,2,1,Competitor,34,0
1,41,0,0,0,0,0,Canyon Dam,95923,40.171312,-121.120605,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,98,5824,Competitor made better offer,0,0,Offer E,10.19,Fiber Optic,9,0,1,71.1,71.1,0.0,0,10.19,81.28999999999999,2,1,Competitor,6,0
1,25,1,0,1,0,0,Crescent Mills,95934,40.080342,-120.957805,53,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),1,78,4166,Price too high,1,1,Offer B,37.85,None,0,0,0,20.8,1021.8,0.0,0,2006.05,3027.8500000000004,3,1,Price,13,0
1,48,0,0,0,0,0,Hamilton City,95951,39.732767,-122.042298,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,97,5246,Lack of self-service on Website,0,0,None,15.07,Cable,16,0,1,46.0,193.6,0.0,0,60.28,253.88,1,1,Dissatisfaction,142,0
1,27,1,0,0,0,0,Live Oak,95953,39.258746,-121.77697,9,1,0,DSL,0,1,0,1,1,0,Month-to-month,0,Mailed check,1,67,5515,Network reliability,0,0,None,24.81,Cable,69,0,0,66.25,620.55,0.0,10,223.29,853.8399999999999,3,1,Dissatisfaction,94,0
1,60,0,0,0,0,0,Maxwell,95955,39.281194,-122.226568,22,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,1,95,4739,Limited range of services,0,0,None,12.19,Fiber Optic,23,0,1,90.0,1993.8,0.0,0,268.18,2261.98,2,1,Dissatisfaction,12,0
0,39,0,0,0,0,0,Meadow Valley,95956,39.937017,-121.058043,38,1,0,Fiber optic,0,0,0,0,0,0,One year,1,Bank transfer (automatic),1,82,5437,Lack of affordable download/upload speed,0,0,None,33.71,Fiber Optic,17,0,1,70.45,2597.6,0.0,0,1280.98,3878.58,3,1,Price,6,0
0,62,0,0,0,0,0,Olivehurst,95961,39.082568,-121.55325,53,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),1,66,6265,Long distance charges,0,0,Offer B,26.21,None,0,0,0,19.75,1052.35,0.0,0,1389.13,2441.48,3,1,Price,579,0
0,49,0,0,0,0,0,Oroville,95966,39.473896,-121.415927,1,1,0,DSL,1,0,0,1,0,0,Month-to-month,1,Electronic check,1,90,2771,Extra data charges,0,0,None,31.16,DSL,11,0,1,53.95,53.95,0.0,0,31.16,85.11,1,1,Price,166,0
1,40,0,0,0,0,0,Quincy,95971,39.971228,-121.041166,16,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,83,2335,Product dissatisfaction,0,0,None,12.92,Fiber Optic,12,0,0,81.0,1312.15,0.0,0,206.72,1518.87,1,1,Dissatisfaction,59,0
1,34,0,0,1,0,0,Twain,95984,40.022184,-121.062384,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,96,2123,Service dissatisfaction,1,1,None,11.08,Fiber Optic,13,0,1,69.8,69.8,0.0,0,11.08,80.88,3,1,Dissatisfaction,4,0
1,44,0,0,0,0,0,Bella Vista,96008,40.722733,-122.109666,5,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,1,92,5435,Don't know,0,0,None,46.45,Fiber Optic,10,1,1,93.9,486.85,0.0,0,232.25,719.1,1,1,Other,34,0
1,39,0,0,1,0,0,Castella,96017,41.121108,-122.336613,31,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,1,83,5219,Poor expertise of online support,1,1,None,38.67,Cable,13,1,0,91.15,2995.45,0.0,0,1198.77,4194.219999999999,2,1,Dissatisfaction,1,0
1,45,0,0,0,0,0,Douglas City,96024,40.586588,-122.903677,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,94,5390,Poor expertise of phone support,0,0,None,15.33,Fiber Optic,26,0,1,70.95,137.95,0.0,0,30.66,168.61,1,1,Dissatisfaction,6,0
1,26,1,0,1,0,0,Fort Jones,96032,41.5837,-122.935922,37,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,1,92,4233,Competitor had better devices,1,1,None,36.29,Fiber Optic,27,1,1,99.5,3762.0,0.0,0,1342.73,5104.73,1,1,Competitor,5,0
1,26,1,0,0,0,0,Happy Camp,96039,41.831901,-123.487478,38,1,0,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Credit card (automatic),1,82,2157,Competitor offered higher download speeds,0,0,None,36.18,Fiber Optic,48,1,1,83.9,3233.6,0.0,0,1374.84,4608.44,1,1,Competitor,2,0
0,37,0,0,0,0,0,Hayfork,96041,40.547857,-123.187265,10,1,0,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Electronic check,1,84,5035,Competitor made better offer,0,0,None,8.38,Fiber Optic,2,1,1,104.4,1081.45,0.0,0,83.80000000000001,1165.25,1,1,Competitor,8,0
0,46,0,0,0,0,0,Montague,96064,41.759864,-122.379175,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,99,4655,Competitor had better devices,0,0,None,24.9,DSL,11,0,0,44.65,74.9,0.0,10,49.8,134.7,1,1,Competitor,10,0
1,62,0,0,0,0,0,Old Station,96071,40.656287,-121.428965,3,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,1,76,2088,Competitor offered higher download speeds,0,0,None,0.0,DSL,27,0,1,25.25,58.9,0.0,0,0.0,58.9,1,1,Competitor,2,0
1,21,1,0,0,0,0,Palo Cedro,96073,40.582399,-122.195512,4,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),1,95,5552,Competitor offered higher download speeds,0,0,None,41.72,Fiber Optic,69,1,1,84.05,333.55,0.0,0,166.88,500.43,3,1,Competitor,92,0
1,23,1,0,0,0,0,Paynes Creek,96075,40.343213,-121.815412,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,1,75,4692,Competitor offered more data,0,0,Offer E,44.11,Fiber Optic,69,1,1,74.7,74.7,0.0,0,44.11,118.81,1,1,Competitor,5,0
1,25,1,0,0,0,0,Red Bluff,96080,40.186772,-122.388361,5,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,1,73,5090,Competitor offered more data,0,0,Offer E,1.49,Fiber Optic,51,1,1,90.8,455.5,0.0,0,7.45,462.95,3,1,Competitor,47,0
1,59,0,0,0,0,0,Trinity Center,96091,41.081847,-122.700545,30,1,0,DSL,1,1,1,1,1,1,One year,0,Bank transfer (automatic),1,73,2313,Competitor made better offer,0,0,None,43.01,Cable,4,1,0,85.35,2530.4,0.0,20,1290.3,3840.7,2,1,Competitor,2,0
1,47,0,0,0,0,0,Eagleville,96110,41.280341,-120.150381,1,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,70,3351,Price too high,0,0,Offer E,0.0,Cable,2,0,1,35.75,35.75,0.0,0,0.0,35.75,3,1,Price,1,0
0,54,0,0,1,0,0,Sierra City,96125,39.600599,-120.636358,17,1,0,Fiber optic,1,0,1,0,1,0,Month-to-month,1,Electronic check,1,96,2544,Service dissatisfaction,1,1,None,19.19,Fiber Optic,22,0,1,89.4,1539.45,0.0,0,326.23,1865.68,1,1,Dissatisfaction,3,0
0,33,0,0,0,0,0,Susanville,96130,40.559177,-120.612113,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,79,4323,Lack of self-service on Website,0,0,Offer E,15.12,None,0,0,0,19.8,58.15,0.0,0,45.36,103.51,1,1,Price,48,0
0,55,0,0,1,1,3,Termo,96132,41.027281,-120.669427,4,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,69,5691,Network reliability,1,1,Offer E,8.58,DSL,57,0,1,50.9,225.6,0.0,0,34.32,259.92,3,1,Dissatisfaction,0,0
0,25,1,0,0,0,0,Westwood,96137,40.271535,-121.018087,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,88,3591,Limited range of services,0,0,Offer E,21.62,Fiber Optic,59,1,0,81.0,340.85,0.0,50,86.48,477.33,2,1,Dissatisfaction,68,0
0,55,0,0,0,0,0,Carnelian Bay,96140,39.227434,-120.091806,26,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,1,99,4997,Lack of affordable download/upload speed,0,0,None,40.17,Fiber Optic,27,1,1,98.35,2515.3,0.0,0,1044.42,3559.7200000000003,1,1,Competitor,249,0
0,20,1,0,0,0,0,Tahoma,96142,39.061227,-120.179546,5,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Mailed check,1,86,4630,Long distance charges,0,0,None,0.0,DSL,59,1,1,51.0,305.95,0.0,0,0.0,305.95,2,1,Price,51,0
1,55,0,0,1,0,0,Kings Beach,96143,39.246654,-120.029273,4,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,1,90,2140,Extra data charges,1,1,Offer E,21.81,Fiber Optic,14,0,1,91.65,365.4,0.0,0,87.24,452.64,2,1,Price,802,0
0,47,0,0,0,0,0,South Lake Tahoe,96150,38.911577,-120.106169,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,80,5086,Price too high,0,0,Offer E,1.13,Fiber Optic,6,1,1,90.85,90.85,0.0,0,1.13,91.98,3,1,Price,241,0
0,62,0,0,0,0,0,Truckee,96161,39.342498,-120.247127,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,84,2847,Product dissatisfaction,0,0,Offer E,38.53,Fiber Optic,20,0,1,69.4,69.4,0.0,0,38.53,107.93,1,1,Competitor,101,0
1,55,0,0,1,1,1,Los Angeles,90004,34.076259,-118.310715,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),1,70,4277,Lack of self-service on Website,1,1,Offer E,3.09,None,0,0,0,20.15,20.15,0.0,0,3.09,23.24,2,1,Price,20400,0
1,48,0,0,0,0,0,Los Angeles,90010,34.062125,-118.315709,26,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),1,76,2934,Don't know,0,0,None,17.53,Fiber Optic,15,0,1,74.95,1834.95,0.0,0,455.78,2290.73,2,1,Other,8309,0
1,23,1,0,0,0,0,Los Angeles,90011,34.00709,-118.258681,6,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,1,80,2240,Competitor had better devices,0,0,Offer E,0.0,DSL,71,1,1,47.95,305.1,0.0,0,0.0,305.1,1,1,Competitor,24240,0
1,57,0,0,0,0,0,Los Angeles,90013,34.044639,-118.240413,3,1,1,DSL,0,0,0,1,1,0,Month-to-month,1,Electronic check,1,70,3155,Competitor offered higher download speeds,0,0,Offer E,3.64,DSL,25,0,1,63.6,155.65,0.0,0,10.92,166.57,1,1,Competitor,17546,0
0,44,0,0,0,0,0,Los Angeles,90020,34.066367,-118.309868,3,0,0,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,1,91,5825,Competitor offered more data,0,0,Offer E,0.0,DSL,21,0,1,36.85,108.7,0.0,0,0.0,108.7,1,1,Competitor,34475,0
1,31,0,0,0,0,0,Los Angeles,90024,34.066303,-118.435479,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,70,5955,Competitor made better offer,0,0,Offer E,4.41,DSL,30,0,1,44.1,44.1,0.0,0,4.41,48.510000000000005,3,1,Competitor,16154,0
0,38,0,0,0,0,0,Los Angeles,90027,34.127194,-118.295647,14,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,1,82,4883,Competitor had better devices,0,0,Offer D,0.0,Cable,6,1,0,50.75,712.75,0.0,10,0.0,722.75,1,1,Competitor,5464,0
1,57,0,0,0,0,0,Los Angeles,90038,34.088017,-118.327168,58,1,0,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,1,82,5902,Competitor offered higher download speeds,0,0,Offer B,14.99,Fiber Optic,12,1,1,106.45,6145.85,0.0,0,869.42,7015.27,1,1,Competitor,18460,0
1,23,1,0,0,0,0,Los Angeles,90041,34.137412,-118.207607,18,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,1,97,5581,Competitor offered higher download speeds,0,0,Offer D,35.7,Fiber Optic,26,1,1,96.05,1740.7,0.0,0,642.6,2383.3,1,1,Competitor,7595,0
1,35,0,0,0,0,0,Los Angeles,90042,34.11572,-118.192754,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),1,96,5514,Competitor offered more data,0,0,Offer E,18.99,Fiber Optic,23,0,1,75.1,552.95,0.0,0,132.92999999999998,685.88,2,1,Competitor,13444,0
0,55,0,0,0,0,0,Los Angeles,90048,34.072945,-118.37267,19,1,0,DSL,0,0,1,1,0,0,Month-to-month,1,Credit card (automatic),1,73,4539,Competitor offered more data,0,0,Offer D,4.3,Cable,23,0,0,55.0,1046.5,0.0,30,81.7,1158.2,2,1,Competitor,11350,0
0,35,0,0,1,0,0,Los Angeles,90056,33.987945,-118.370442,11,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,80,5075,Competitor made better offer,1,1,Offer D,9.14,Fiber Optic,19,0,1,74.35,834.2,0.0,0,100.54,934.74,2,1,Competitor,4955,0
1,35,0,0,1,0,0,Los Angeles,90058,34.001617,-118.222274,39,1,0,Fiber optic,1,0,1,1,1,1,One year,1,Credit card (automatic),1,68,2371,Competitor made better offer,1,1,None,9.51,Fiber Optic,7,1,1,104.7,4134.85,0.0,0,370.89,4505.740000000001,2,1,Competitor,555,0
1,60,0,0,0,0,0,Los Angeles,90059,33.927254,-118.249826,15,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,1,73,4519,Price too high,0,0,Offer D,40.66,DSL,8,0,1,55.7,899.8,0.0,0,609.9,1509.6999999999998,2,1,Price,12359,0
1,57,0,0,0,0,0,Los Angeles,90071,34.052917,-118.255178,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),1,99,3799,Product dissatisfaction,0,0,None,6.17,None,0,0,0,19.85,108.05,0.0,0,30.85,138.9,1,1,Price,122,0
1,57,0,0,0,0,0,Compton,90221,33.885811,-118.206459,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,88,5963,Service dissatisfaction,0,0,Offer E,15.92,Fiber Optic,11,0,1,70.3,70.3,0.0,0,15.92,86.22,1,1,Dissatisfaction,10072,0
0,53,0,0,0,0,0,El Segundo,90245,33.917145,-118.401554,6,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Mailed check,1,100,3469,Network reliability,0,0,Offer E,16.58,Fiber Optic,17,1,0,94.5,575.45,0.0,10,99.48,684.9300000000001,2,1,Dissatisfaction,3049,0
1,56,0,0,0,0,0,Lawndale,90260,33.88856,-118.351813,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,1,100,5082,Lack of affordable download/upload speed,0,0,Offer E,29.04,Fiber Optic,21,0,1,79.65,152.7,0.0,0,58.08,210.78,2,1,Price,13031,0
1,48,0,0,0,0,0,Topanga,90290,34.115192,-118.61017,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),1,98,3061,Price too high,0,0,None,43.52,None,0,0,0,20.2,20.2,0.0,0,43.52,63.72,2,1,Price,318,0
0,30,0,0,1,0,0,Venice,90291,33.991782,-118.479229,66,1,1,Fiber optic,1,0,1,0,1,1,Two year,1,Credit card (automatic),1,83,5602,Product dissatisfaction,0,0,None,23.51,Fiber Optic,52,1,1,106.05,6981.35,0.0,0,1551.66,8533.01,2,1,Dissatisfaction,11359,0
1,54,0,0,0,0,0,Santa Monica,90402,34.035849,-118.503508,36,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,1,75,4188,Service dissatisfaction,0,0,None,13.35,Fiber Optic,7,1,0,99.15,3615.6,0.0,30,480.6,4126.2,1,1,Competitor,6113,0
1,50,0,0,1,0,0,Santa Monica,90405,34.005439,-118.477507,39,0,0,DSL,1,0,1,0,1,1,Month-to-month,0,Electronic check,1,67,5632,Lack of self-service on Website,1,3,None,0.0,DSL,13,1,1,55.9,2184.35,0.0,0,0.0,2184.35,1,1,Dissatisfaction,10272,0
0,25,1,0,0,0,0,Torrance,90501,33.833699,-118.314387,21,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,1,90,2902,Network reliability,0,0,Offer D,12.76,Fiber Optic,48,1,1,82.35,1852.85,0.0,0,267.96,2120.81,1,1,Dissatisfaction,7678,0
0,34,0,0,0,0,0,Torrance,90502,33.833181,-118.292062,2,0,0,DSL,0,1,1,1,0,0,Month-to-month,1,Credit card (automatic),1,86,3620,Don't know,0,0,Offer E,0.0,DSL,8,0,1,40.4,77.15,0.0,0,0.0,77.15,3,1,Other,8059,0
1,42,0,0,0,0,0,Whittier,90602,33.972119,-118.020188,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,1,92,2220,Attitude of service provider,0,0,Offer E,29.11,Fiber Optic,9,0,1,75.35,338.1,0.0,0,116.44,454.54,1,1,Competitor,6947,0
0,37,0,0,0,0,0,Whittier,90603,33.945318,-117.992066,35,1,0,Fiber optic,0,0,1,0,1,0,One year,1,Electronic check,1,81,5928,Attitude of support person,0,0,None,25.51,Fiber Optic,16,0,1,85.15,3030.6,0.0,0,892.85,3923.45,1,1,Competitor,6136,0
